Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace de incidencia saliente (Blocks),Adjunto,Campo personalizado (Clasificación),Campo personalizado (Color de la incidencia),Campo personalizado (Estimacion Fibonacci),Campo personalizado (Estimación Fibonacci),Campo personalizado (Fecha de inicio),Campo personalizado (Priorizacion MoSCoW),Sprint,Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerabilidad),Campo personalizado (development),Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
HU-27 Firmar consentimiento,AR-30,10455,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:27 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000wr:,,,,,,Sprint 4,,,,,Por hacer,19/ago/26 2:27 PM,,,
HU-28 Registrar servicios,AR-31,10456,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:27 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000wz:,,,,,,Sprint 4,,,,,Por hacer,19/ago/26 2:27 PM,,,
HU-29 Generar factura,AR-32,10457,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:27 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000x7:,,,,,,Sprint 4,,,,,Por hacer,19/ago/26 2:27 PM,,,
HU-30 Consultar facturas,AR-33,10458,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:27 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000xf:,,,,,,Sprint 4,,,,,Por hacer,19/ago/26 2:27 PM,,,
HU-31 Integrar facturación con SIN,AR-34,10459,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:28 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000xn:,,,,,,Sprint 4,,,,,Por hacer,19/ago/26 2:28 PM,,,
HU-32 Generar notificación de cita,AR-35,10460,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:28 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000xv:,,,,,,Sprint 5,,,,,Por hacer,19/ago/26 2:28 PM,,,
HU-33 Enviar recordatorio por WhatsApp,AR-36,10461,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:28 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000y3:,,,,,,Sprint 5,,,,,Por hacer,19/ago/26 2:28 PM,,,
HU-34 Registrar estado de notificación,AR-37,10462,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:28 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000yb:,,,,,,Sprint 5,,,,,Por hacer,19/ago/26 2:28 PM,,,
HU-35 Crear campaña,AR-38,10463,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:28 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000yj:,,,,,,Sprint 5,,,,,Por hacer,19/ago/26 2:28 PM,,,
HU-36 Crear promoción,AR-39,10464,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:28 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000yr:,,,,,,Sprint 5,,,,,Por hacer,19/ago/26 2:28 PM,,,
HU-37 Publicar anuncios,AR-40,10465,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:28 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000yz:,,,,,,Sprint 5,,,,,Por hacer,19/ago/26 2:28 PM,,,
HU-38 Cifrar información sensible,AR-41,10466,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:28 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000z7:,,,,,,Sprint 5,,,,,Por hacer,19/ago/26 2:28 PM,,,
HU-39 Registrar auditoría,AR-42,10467,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:28 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000zf:,,,,,,Sprint 5,,,,,Por hacer,19/ago/26 2:28 PM,,,
HU-40 Ejecutar pruebas,AR-43,10468,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:28 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000zn:,,,,,,Sprint 5,,,,,Por hacer,19/ago/26 2:28 PM,,,
HU-41 Documentar API y arquitectura,AR-44,10469,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:28 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i000zv:,,,,,,Sprint 5,,,,,Por hacer,19/ago/26 2:28 PM,,,
HU-42 Preparar despliegue,AR-45,10470,Historia,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:29 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00103:,,,,,,Sprint 5,,,,,Por hacer,19/ago/26 2:29 PM,,,
ST1.1 Revisar la tabla usuario definida en el MER,AR-48,10473,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 10:14 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0010j:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 10:14 AM,10472,AR-47,T1_H05 Revisar y ajustar diseño de la entidad Usuario
ST1.2 Revisar la tabla rol y su relación con usuario,AR-49,10474,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 10:29 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0010r:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 10:29 AM,10472,AR-47,T1_H05 Revisar y ajustar diseño de la entidad Usuario
"ST1.3 Confirmar restricciones: NOT NULL, UNIQUE (identificador), FK a rol",AR-50,10475,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 10:29 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0010z:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 10:29 AM,10472,AR-47,T1_H05 Revisar y ajustar diseño de la entidad Usuario
"ST1.4 Ajustar el MER si aparece algo faltante (ej. campo activo, timestamps)",AR-51,10476,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 10:29 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00117:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 10:29 AM,10472,AR-47,T1_H05 Revisar y ajustar diseño de la entidad Usuario
"ST2.1 Crear entidad Usuario con decoradores TypeORM (@Entity, @Column, @ManyToOne a Rol)",AR-55,10480,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:07 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0011n:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:07 AM,10479,AR-54,T2_H05 Implementar entidad y persistencia con TypeORM
ST2.2 Crear entidad Rol (si no existe aún),AR-56,10481,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:08 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0011v:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:08 AM,10479,AR-54,T2_H05 Implementar entidad y persistencia con TypeORM
ST2.3 Generar y ejecutar la migración inicial (typeorm migration:generate / migration:run),AR-57,10482,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:09 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00123:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:09 AM,10479,AR-54,T2_H05 Implementar entidad y persistencia con TypeORM
ST2.4 Crear UsuarioRepository (puede extender el Repository de TypeORM o envolverlo),AR-58,10483,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:09 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0012b:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:09 AM,10479,AR-54,T2_H05 Implementar entidad y persistencia con TypeORM
ST2.5 Implementar método para insertar usuario,AR-59,10484,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:09 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0012j:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:09 AM,10479,AR-54,T2_H05 Implementar entidad y persistencia con TypeORM
ST2.6 Implementar método de búsqueda por identificador (username/CI),AR-60,10485,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:09 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0012r:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:09 AM,10479,AR-54,T2_H05 Implementar entidad y persistencia con TypeORM
ST2.7 Manejar conflicto de identificador duplicado (constraint UNIQUE → error controlado),AR-61,10486,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:09 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0012z:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:09 AM,10479,AR-54,T2_H05 Implementar entidad y persistencia con TypeORM
ST2.8 Probar la persistencia contra PostgreSQL (insert + búsqueda real),AR-62,10487,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:09 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00137:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:09 AM,10479,AR-54,T2_H05 Implementar entidad y persistencia con TypeORM
ST3.1 Instalar y configurar bcrypt (u otra librería de hashing),AR-64,10489,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:13 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0013n:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:13 AM,10488,AR-63,T3_H05 Implementar gestión de contraseñas
ST3.2 Implementar función para generar el hash al registrar,AR-65,10490,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:13 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0013v:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:13 AM,10488,AR-63,T3_H05 Implementar gestión de contraseñas
ST3.3 Confirmar que la contraseña original nunca se persiste ni se loguea,AR-66,10491,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:13 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00143:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:13 AM,10488,AR-63,T3_H05 Implementar gestión de contraseñas
ST3.4 Implementar función de comparación de hash (bcrypt.compare) — la va a reutilizar HU-06 (login),AR-67,10492,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:13 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0014b:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:13 AM,10488,AR-63,T3_H05 Implementar gestión de contraseñas
ST4.1 Crear UsuarioService,AR-69,10494,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:16 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0014r:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:16 AM,10493,AR-68,T4_H05 Implementar lógica de negocio (UsuarioService)
"ST4.2 Validar datos recibidos (campos obligatorios, formato)",AR-70,10495,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:16 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0014z:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:16 AM,10493,AR-68,T4_H05 Implementar lógica de negocio (UsuarioService)
ST4.3 Verificar que el identificador no exista (usa ST2.6),AR-71,10496,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:16 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00157:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:16 AM,10493,AR-68,T4_H05 Implementar lógica de negocio (UsuarioService)
ST4.4 Verificar que el rol exista,AR-72,10497,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:16 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0015f:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:16 AM,10493,AR-68,T4_H05 Implementar lógica de negocio (UsuarioService)
ST4.5 Generar el hash de la contraseña (usa Tarea3),AR-73,10498,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:17 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0015n:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:17 AM,10493,AR-68,T4_H05 Implementar lógica de negocio (UsuarioService)
ST4.6 Invocar UsuarioRepository.insertar(),AR-74,10499,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:17 AM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0015v:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:17 AM,10493,AR-68,T4_H05 Implementar lógica de negocio (UsuarioService)
"ST4.7 Manejar y propagar errores de negocio (usuario duplicado, rol inválido, etc.)",AR-75,10500,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:17 AM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00163:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:17 AM,10493,AR-68,T4_H05 Implementar lógica de negocio (UsuarioService)
ST5.1 Crear UsuarioController,AR-77,10502,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:20 AM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0016j:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:20 AM,10501,AR-76,T5_H05 Implementar endpoint de registro
ST5.2 Definir ruta POST /usuarios en Express,AR-78,10503,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:20 AM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0016r:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 11:20 AM,10501,AR-76,T5_H05 Implementar endpoint de registro
